camera,day,image,x_top,y_top,x_root,y_root,x_root_frac,height_px,conf,image_width
C_005,07_30,CO255.21-C-005_2021-07-30-11-45_CAM811.JPG,609.541748046875,547.2041015625,616.0921020507812,785.7293090820312,0.7970143622907907,238.52520751953125,0.931279718875885,773
C_005,07_30,CO255.21-C-005_2021-07-30-11-45_CAM811.JPG,205.37509155273438,435.2095031738281,217.0905303955078,758.521728515625,0.28084156584153663,323.3122253417969,0.8286747336387634,773
C_005,07_30,CO255.21-C-005_2021-07-30-11-45_CAM811.JPG,299.52569580078125,468.2478942871094,303.0818786621094,760.9583129882812,0.39208522465990864,292.7104187011719,0.8099932074546814,773
C_005,07_30,CO255.21-C-005_2021-07-30-11-45_CAM811.JPG,373.4097595214844,490.22802734375,379.6411437988281,750.580078125,0.4911269648109031,260.35205078125,0.787129819393158,773
C_005,08_06,CO255.21-C-005_2021-08-06-13-23_CAM811.JPG,615.0942993164062,503.27117919921875,627.09228515625,765.5230712890625,0.8112448708360285,262.25189208984375,0.9303054809570312,773
C_005,08_06,CO255.21-C-005_2021-08-06-13-23_CAM811.JPG,206.80323791503906,468.2005310058594,220.12423706054688,748.8342895507812,0.28476615402399336,280.6337585449219,0.8581790924072266,773
C_005,08_06,CO255.21-C-005_2021-08-06-13-23_CAM811.JPG,303.2912902832031,462.75872802734375,313.0048828125,758.1166381835938,0.4049222287354463,295.35791015625,0.7602335214614868,773
C_005,08_06,CO255.21-C-005_2021-08-06-13-23_CAM811.JPG,376.1179504394531,477.6763610839844,372.96246337890625,750.3069458007812,0.482487016014109,272.6305847167969,0.7461159229278564,773
C_009,07_11,11430.21-C-009_2021-07-11-13-26_CAM374.JPG,286.74029541015625,743.0791625976562,305.67730712890625,901.2427978515625,0.39544282940350095,158.16363525390625,0.8883169293403625,773
C_009,07_11,11430.21-C-009_2021-07-11-13-26_CAM374.JPG,371.21295166015625,715.81396484375,378.6270446777344,903.8562622070312,0.48981506426615057,188.04229736328125,0.8579742312431335,773
C_009,07_11,11430.21-C-009_2021-07-11-13-26_CAM374.JPG,96.52420043945312,732.7594604492188,122.6803970336914,891.7586059570312,0.15870685256622433,158.9991455078125,0.8222577571868896,773
C_009,07_11,11430.21-C-009_2021-07-11-13-26_CAM374.JPG,201.01979064941406,731.0260620117188,217.6787872314453,895.47802734375,0.2816025708039396,164.45196533203125,0.814886748790741,773
C_009,07_11,11430.21-C-009_2021-07-11-13-26_CAM374.JPG,431.12261962890625,700.400146484375,442.1200256347656,867.7977294921875,0.5719534613645092,167.3975830078125,0.7930460572242737,773
C_009,07_18,11430.21-C-009_2021-07-18-16-20_CAM374.JPG,197.3719482421875,650.34228515625,209.34207153320312,886.1259765625,0.27081768633014636,235.78369140625,0.8966853618621826,773
C_009,07_18,11430.21-C-009_2021-07-18-16-20_CAM374.JPG,107.01078033447266,601.09912109375,115.22002410888672,875.0314331054688,0.14905565861434245,273.93231201171875,0.8873305916786194,773
C_009,07_18,11430.21-C-009_2021-07-18-16-20_CAM374.JPG,432.12628173828125,602.2193603515625,436.16912841796875,849.1216430664062,0.5642550173583036,246.90228271484375,0.8773624300956726,773
C_009,07_18,11430.21-C-009_2021-07-18-16-20_CAM374.JPG,289.3270568847656,658.7841796875,301.77557373046875,858.6517944335938,0.39039530883631146,199.86761474609375,0.7930676341056824,773
C_009,07_18,11430.21-C-009_2021-07-18-16-20_CAM374.JPG,359.7612609863281,643.1663208007812,369.5025329589844,856.8596801757812,0.47801103875677153,213.693359375,0.7064923644065857,773
C_009,07_30,11430.21-C-009_2021-07-30-13-22_CAM374.JPG,282.0781555175781,491.2173767089844,283.71240234375,825.0858154296875,0.36702768737871927,333.8684387207031,0.9171598553657532,773
C_009,07_30,11430.21-C-009_2021-07-30-13-22_CAM374.JPG,86.72228240966797,478.7632751464844,105.81653594970703,828.145751953125,0.13689073214709835,349.3824768066406,0.8656350374221802,773
