rowid,plantid,date_md,date,height_true,height_est_cm,height_sam,plant_uid,max_gust,measurement_sd_cm,is_endpoint,online_sequence_number,elapsed_days,predictive_mean_cm,predictive_sd_cm,predictive_q025_cm,predictive_q975_cm,predictive_log_score,predictive_pit,last_observation_prediction_cm,linear_extrapolation_prediction_cm,posterior_mean_cm,posterior_sd_cm,posterior_q025_cm,posterior_q10_cm,posterior_median_cm,posterior_q90_cm,posterior_q975_cm,posterior_growth_mean_cm_day,posterior_growth_sd_cm_day,outlier_posterior_probability,effective_sample_size
C_011,p2,07_11,2021-07-11,86,106.67474737864076,84.0089628478964,C_011_p2,18,29.9999999982,False,1,0.0,,,,,,,,,83.43587320960765,29.431865122615555,25.061623617969985,45.814688114656605,83.06786640318825,120.91217364993602,141.25326657095226,1.3804106200502904,5.6435487467523195,,5000.0
C_011,p2,07_18,2021-07-18,110,126.01344427184466,107.29857631068,C_011_p2,8,12.0,False,2,7.0,93.34766520232722,54.937881408529314,-14.330582358390231,201.0259127630447,-5.0866249898880085,0.6002289421311885,84.0089628478964,84.0089628478964,105.61169853879139,14.894762682583387,77.83513958457105,89.3671534379473,105.74702909116834,121.22087631970648,131.80881288430757,3.5964582177598463,1.2610320443743352,0.05067024237665007,1406.8034962061565
C_011,p2,07_30,2021-07-30,196,210.4382930744337,231.648476763754,C_011_p2,11,17.39999999946,True,3,12.0,148.83941591143935,37.60678176442377,75.13012365316875,222.54870816970993,-6.86624442398878,0.9861663383977309,107.29857631068,147.2236279611662,205.63880851149685,24.943945917003983,137.7420304142978,172.69479570512658,209.4347664801476,231.84629601653498,244.52157856180602,0.230867862460984,1.436168618843388,0.17366368197660684,500.0292160532239
C_011,p3,07_11,2021-07-11,86,94.19816873786408,76.1071297087379,C_011_p3,18,29.9999999982,False,1,0.0,,,,,,,,,76.38714801809172,30.011646897602663,16.9359565471024,37.98328618060102,76.65029213095903,114.98732893800803,135.63899640627616,1.5091188698445501,5.7170030963343,,5000.0
C_011,p3,07_18,2021-07-18,110,127.67698809061488,118.111611132686,C_011_p3,8,12.0,False,2,7.0,87.43983644629628,55.00557860874484,-20.371097626843607,195.25077051943617,-5.222722407218133,0.7114453445422348,76.1071297087379,76.1071297087379,115.77448999426107,15.493208648187476,85.22954378366668,99.84624811309722,116.6050242383611,131.71254726595532,140.89087127984197,3.0691290755239513,1.1667316413795337,0.05388890771727602,1225.968431749989
C_011,p3,07_30,2021-07-30,196,216.676582394822,215.013038576052,C_011_p3,11,17.39999999946,True,3,12.0,152.3390309440223,37.69323840719665,78.46028366591688,226.21777822212775,-5.904146944182591,0.9518176277649222,118.111611132686,190.11929357373987,198.56581631367948,19.79779460705963,149.6129704624379,176.26214383316702,199.74262965328114,221.06784298125916,231.22331597320334,0.46456203270154034,1.439239515957612,0.0914285459997742,1040.8549025748705
C_021,p3,07_02,2021-07-02,48,75.89918673139158,45.3315690614887,C_021_p3,11,17.39999999946,True,1,0.0,,,,,,,,,45.32380623073142,17.217020567607015,11.602822363908004,22.96302585297471,45.04169099572586,67.26471967400393,79.1492251338245,1.5917443495764148,5.746414018350305,,5000.0
C_021,p4,07_02,2021-07-02,40,76.52301566343041,74.4435858899676,C_021_p4,11,17.39999999946,False,1,0.0,,,,,,,,,74.59146536670019,17.591258870387357,39.11162591478943,52.2363073770799,74.97892898529388,97.14377443025066,108.40109383471581,1.562472481884231,5.7098879991873925,,5000.0
C_021,p4,07_11,2021-07-11,58,95.8617125566343,88.167822394822,C_021_p4,18,29.9999999982,False,2,9.0,88.70717125130702,66.46913209139646,-41.572327647830036,218.98667015044407,-5.201940413272649,0.4967629079120367,74.4435858899676,74.4435858899676,83.13323470650634,28.952084307540925,28.8057054796329,46.83798174759638,82.18109249507168,120.2716636989627,142.48102733509074,4.634699748077574,1.537778835690324,0.055158292101633345,2965.8722736057844
C_021,p4,07_18,2021-07-18,114,97.31731339805825,126.013444271845,C_021_p4,8,12.0,False,3,7.0,116.06425212992026,35.21036048960991,47.05194557028484,185.07655868955567,-4.55411962410172,0.6112445889413158,88.167822394822,98.8422285652643,125.27467197494764,12.535409672582578,100.77000980733041,109.98213651043805,125.27959311014224,140.12169806421207,148.6296152594161,2.6895606574652926,1.0479293162374503,0.03605110445153553,1223.070324430548
C_021,p4,07_30,2021-07-30,110,86.92016453074433,104.387374627832,C_021_p4,11,17.39999999946,True,4,12.0,157.7875390576832,37.15499700797203,84.96374492205803,230.61133319330838,-5.554851932172059,0.07532675348367826,126.013444271845,190.89165320388446,117.84925604210187,18.422866933582853,86.79649116475295,96.91863870025598,116.27521255551416,139.4741569981213,159.04749106711145,3.0249960704061474,1.4459374190127305,0.07259701334139493,1372.6126488951495
C_024,p1,07_02,2021-07-02,60,59.67963449838187,50.7380864724919,C_024_p1,11,17.39999999946,False,1,0.0,,,,,,,,,51.270485680034106,17.069251330167013,17.316262124129125,29.476657794497143,51.56742089481868,73.14545979090907,85.11622267857199,1.4129121063956003,5.700532836970765,,5000.0
